DEPARTAMENTO,MUNICIPIO,AÑO,Centros_5G_predicho,Antenas_5G_Predicho
ANTIOQUIA,VENECIA,2026,22,3
ANTIOQUIA,VIGÍA DEL FUERTE,2026,19,2
ANTIOQUIA,YALÍ,2026,19,2
ANTIOQUIA,YARUMAL,2026,50,6
ANTIOQUIA,YOLOMBÓ,2026,19,2
ANTIOQUIA,YONDÓ,2026,44,6
ANTIOQUIA,ZARAGOZA,2026,33,4
ARAUCA,ARAUCA,2026,23,3
ARAUCA,ARAUQUITA,2026,42,5
ARAUCA,CRAVO NORTE,2026,7,1
ARAUCA,FORTUL,2026,23,3
ARAUCA,PUERTO RONDÓN,2026,15,2
ARAUCA,SARAVENA,2026,27,3
ARAUCA,TAME,2026,31,4
"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",SAN ANDRÉS,2026,35,4
ATLÁNTICO,BARANOA,2026,42,5
ATLÁNTICO,BARRANQUILLA,2026,15,2
ATLÁNTICO,CAMPO DE LA CRUZ,2026,19,2
ATLÁNTICO,GALAPA,2026,15,2
ATLÁNTICO,JUAN DE ACOSTA,2026,42,5
ATLÁNTICO,LURUACO,2026,50,6
ATLÁNTICO,MALAMBO,2026,31,4
ATLÁNTICO,MANATÍ,2026,19,2
ATLÁNTICO,PALMAR DE VARELA,2026,19,2
ATLÁNTICO,PIOJÓ,2026,31,4
ATLÁNTICO,POLONUEVO,2026,19,2
ATLÁNTICO,PONEDERA,2026,38,5
ATLÁNTICO,PUERTO COLOMBIA,2026,19,2
ATLÁNTICO,REPELÓN,2026,42,5
ATLÁNTICO,SABANAGRANDE,2026,15,2
ATLÁNTICO,SABANALARGA,2026,38,5
ATLÁNTICO,SANTA LUCÍA,2026,15,2
ATLÁNTICO,SANTO TOMÁS,2026,15,2
ATLÁNTICO,SOLEDAD,2026,15,2
ATLÁNTICO,SUAN,2026,11,1
ATLÁNTICO,TUBARÁ,2026,51,6
ATLÁNTICO,USIACURÍ,2026,15,2
BOGOTÁ D.C.,"BOGOTÁ, D.C.",2026,46,6
BOLÍVAR,ACHÍ,2026,25,3
BOLÍVAR,ALTOS DEL ROSARIO,2026,18,2
BOLÍVAR,ARENAL,2026,19,2
BOLÍVAR,ARJONA,2026,31,4
BOLÍVAR,ARROYOHONDO,2026,31,4
BOLÍVAR,BARRANCO DE LOBA,2026,18,2
BOLÍVAR,CALAMAR,2026,31,4
BOLÍVAR,CANTAGALLO,2026,19,2
BOLÍVAR,CARTAGENA,2026,168,21
BOLÍVAR,CICUCO,2026,27,3
BOLÍVAR,CLEMENCIA,2026,11,1
BOLÍVAR,CÓRDOBA,2026,28,4
BOLÍVAR,EL CARMEN DE BOLÍVAR,2026,70,9
BOLÍVAR,EL GUAMO,2026,25,3
BOLÍVAR,EL PEÑÓN,2026,25,3
BOLÍVAR,HATILLO DE LOBA,2026,19,2
BOLÍVAR,MAGANGUÉ,2026,68,8
BOLÍVAR,MAHATES,2026,50,6
BOLÍVAR,MARGARITA,2026,23,3
BOLÍVAR,MARÍA LA BAJA,2026,141,18
BOLÍVAR,MONTECRISTO,2026,11,1
BOLÍVAR,MORALES,2026,25,3
BOLÍVAR,NOROSÍ,2026,14,2
BOLÍVAR,PINILLOS,2026,15,2
BOLÍVAR,REGIDOR,2026,32,4
BOLÍVAR,RÍO VIEJO,2026,22,3
BOLÍVAR,SAN CRISTÓBAL,2026,19,2
BOLÍVAR,SAN ESTANISLAO,2026,19,2
BOLÍVAR,SAN FERNANDO,2026,35,4
BOLÍVAR,SAN JACINTO,2026,29,4
BOLÍVAR,SAN JACINTO DEL CAUCA,2026,22,3
BOLÍVAR,SAN JUAN NEPOMUCENO,2026,31,4
BOLÍVAR,SAN MARTÍN DE LOBA,2026,23,3
BOLÍVAR,SANTA CATALINA,2026,38,5
BOLÍVAR,SANTA CRUZ DE MOMPOX,2026,22,3
BOLÍVAR,SANTA ROSA,2026,17,2
BOLÍVAR,SANTA ROSA DEL SUR,2026,18,2
BOLÍVAR,SIMITÍ,2026,57,7
BOLÍVAR,SOPLAVIENTO,2026,15,2
BOLÍVAR,TALAIGUA NUEVO,2026,24,3
BOLÍVAR,TIQUISIO,2026,23,3
BOLÍVAR,TURBACO,2026,46,6
BOLÍVAR,TURBANÁ,2026,19,2
BOLÍVAR,ZAMBRANO,2026,15,2
BOYACÁ,ALMEIDA,2026,11,1
BOYACÁ,AQUITANIA,2026,38,5
BOYACÁ,ARCABUCO,2026,15,2
BOYACÁ,BERBEO,2026,11,1
BOYACÁ,BETÉITIVA,2026,15,2
BOYACÁ,BOAVITA,2026,11,1
BOYACÁ,BOYACÁ,2026,11,1
BOYACÁ,BUSBANZÁ,2026,11,1
BOYACÁ,CAMPOHERMOSO,2026,19,2
BOYACÁ,CERINZA,2026,15,2
BOYACÁ,CHINAVITA,2026,11,1
BOYACÁ,CHIQUINQUIRÁ,2026,16,2
BOYACÁ,CHISCAS,2026,15,2
BOYACÁ,CHITA,2026,16,2
BOYACÁ,CHITARAQUE,2026,11,1
BOYACÁ,CHIVATÁ,2026,15,2
BOYACÁ,CHIVOR,2026,11,1
BOYACÁ,CHÍQUIZA,2026,15,2
BOYACÁ,CIÉNEGA,2026,11,1
BOYACÁ,COPER,2026,11,1
BOYACÁ,CORRALES,2026,11,1
BOYACÁ,COVARACHÍA,2026,7,1
BOYACÁ,CUBARÁ,2026,19,2
BOYACÁ,CUCAITA,2026,11,1
BOYACÁ,CUÍTIVA,2026,15,2
BOYACÁ,CÓMBITA,2026,23,3
BOYACÁ,DUITAMA,2026,50,6
BOYACÁ,EL COCUY,2026,19,2
BOYACÁ,EL ESPINO,2026,11,1
BOYACÁ,FIRAVITOBA,2026,15,2
BOYACÁ,FLORESTA,2026,15,2
BOYACÁ,GACHANTIVÁ,2026,7,1
BOYACÁ,GAMEZA,2026,11,1
BOYACÁ,GARAGOA,2026,15,2
BOYACÁ,GUACAMAYAS,2026,11,1
BOYACÁ,GUATEQUE,2026,15,2
BOYACÁ,GUAYATÁ,2026,11,1
BOYACÁ,GÜICÁN,2026,11,1
BOYACÁ,IZA,2026,11,1
BOYACÁ,JENESANO,2026,15,2
BOYACÁ,JERICÓ,2026,17,2
BOYACÁ,LA CAPILLA,2026,11,1
BOYACÁ,LA UVITA,2026,15,2
BOYACÁ,LA VICTORIA,2026,8,1
BOYACÁ,LABRANZAGRANDE,2026,11,1
BOYACÁ,MACANAL,2026,15,2
BOYACÁ,MARIPÍ,2026,31,4
BOYACÁ,MIRAFLORES,2026,15,2
BOYACÁ,MONGUA,2026,11,1
BOYACÁ,MONGUÍ,2026,15,2
BOYACÁ,MONIQUIRÁ,2026,19,2
BOYACÁ,MOTAVITA,2026,11,1
BOYACÁ,MUZO,2026,19,2
BOYACÁ,NOBSA,2026,58,7
BOYACÁ,NUEVO COLÓN,2026,11,1
BOYACÁ,OICATÁ,2026,11,1
BOYACÁ,OTANCHE,2026,23,3
BOYACÁ,PACHAVITA,2026,7,1
BOYACÁ,PAIPA,2026,23,3
BOYACÁ,PAJARITO,2026,19,2
BOYACÁ,PANQUEBA,2026,11,1
BOYACÁ,PAUNA,2026,15,2
BOYACÁ,PAYA,2026,15,2
BOYACÁ,PAZ DE RÍO,2026,23,3
BOYACÁ,PESCA,2026,11,1
BOYACÁ,PISBA,2026,11,1
BOYACÁ,PUERTO BOYACÁ,2026,111,14
BOYACÁ,PÁEZ,2026,15,2
BOYACÁ,QUÍPAMA,2026,23,3
BOYACÁ,RAMIRIQUÍ,2026,28,4
BOYACÁ,RONDÓN,2026,15,2
BOYACÁ,RÁQUIRA,2026,23,3
BOYACÁ,SABOYÁ,2026,15,2
BOYACÁ,SAMACÁ,2026,23,3
BOYACÁ,SAN EDUARDO,2026,11,1
BOYACÁ,SAN JOSÉ DE PARE,2026,11,1
BOYACÁ,SAN LUIS DE GACENO,2026,31,4
BOYACÁ,SAN MATEO,2026,11,1
BOYACÁ,SAN MIGUEL DE SEMA,2026,11,1
BOYACÁ,SAN PABLO DE BORBUR,2026,19,2
BOYACÁ,SANTA ROSA DE VITERBO,2026,15,2
BOYACÁ,SANTA SOFÍA,2026,7,1
BOYACÁ,SANTANA,2026,19,2
BOYACÁ,SATIVANORTE,2026,15,2
BOYACÁ,SATIVASUR,2026,11,1
BOYACÁ,SIACHOQUE,2026,11,1
BOYACÁ,SOATÁ,2026,15,2
BOYACÁ,SOCHA,2026,23,3
BOYACÁ,SOCOTÁ,2026,15,2
BOYACÁ,SOGAMOSO,2026,33,4
BOYACÁ,SOMONDOCO,2026,12,2
BOYACÁ,SORA,2026,11,1
BOYACÁ,SORACÁ,2026,15,2
BOYACÁ,SOTAQUIRÁ,2026,19,2
BOYACÁ,SUSACÓN,2026,7,1
BOYACÁ,SUTAMARCHÁN,2026,15,2
BOYACÁ,SUTATENZA,2026,15,2
BOYACÁ,SÁCHICA,2026,11,1
BOYACÁ,TASCO,2026,23,3
BOYACÁ,TENZA,2026,15,2
BOYACÁ,TIBANÁ,2026,11,1
BOYACÁ,TIBASOSA,2026,23,3
BOYACÁ,TINJACÁ,2026,15,2
BOYACÁ,TIPACOQUE,2026,15,2
BOYACÁ,TOCA,2026,15,2
BOYACÁ,TOGÜÍ,2026,11,1
BOYACÁ,TOTA,2026,11,1
BOYACÁ,TUNJA,2026,15,2
BOYACÁ,TUNUNGUÁ,2026,11,1
BOYACÁ,TURMEQUÉ,2026,15,2
BOYACÁ,TUTA,2026,19,2
BOYACÁ,TUTAZÁ,2026,11,1
BOYACÁ,TÓPAGA,2026,15,2
BOYACÁ,UMBITA,2026,15,2
BOYACÁ,VENTAQUEMADA,2026,46,6
BOYACÁ,VILLA DE LEYVA,2026,22,3
BOYACÁ,VIRACACHÁ,2026,11,1
BOYACÁ,ZETAQUIRA,2026,11,1
CALDAS,AGUADAS,2026,50,6
CALDAS,ANSERMA,2026,16,2
CALDAS,ARANZAZU,2026,23,3
CALDAS,BELALCÁZAR,2026,31,4
CALDAS,CHINCHINÁ,2026,28,4
CALDAS,FILADELFIA,2026,38,5
CALDAS,LA DORADA,2026,33,4
CALDAS,LA MERCED,2026,29,4
CALDAS,MANIZALES,2026,101,13
CALDAS,MANZANARES,2026,23,3
CALDAS,MARMATO,2026,29,4
CALDAS,MARQUETALIA,2026,19,2
CALDAS,MARULANDA,2026,11,1
CALDAS,NEIRA,2026,27,3
CALDAS,NORCASIA,2026,23,3
CALDAS,PALESTINA,2026,25,3
CALDAS,PENSILVANIA,2026,35,4
CALDAS,PÁCORA,2026,42,5
CALDAS,RIOSUCIO,2026,32,4
CALDAS,RISARALDA,2026,19,2
CALDAS,SALAMINA,2026,25,3
CALDAS,SAMANÁ,2026,42,5
CALDAS,SAN JOSÉ,2026,15,2
CALDAS,SUPÍA,2026,19,2
CALDAS,VICTORIA,2026,35,4
CALDAS,VILLAMARÍA,2026,54,7
CALDAS,VITERBO,2026,15,2
CAQUETA,ALBANIA,2026,25,3
CAQUETA,BELÉN DE LOS ANDAQUÍES,2026,31,4
CAQUETA,CARTAGENA DEL CHAIRÁ,2026,59,7
CAQUETA,CURILLO,2026,23,3
CAQUETA,EL DONCELLO,2026,24,3
CAQUETA,EL PAUJIL,2026,16,2
CAQUETA,FLORENCIA,2026,26,3
CAQUETA,LA MONTAÑITA,2026,31,4
CAQUETA,MILÁN,2026,37,5
CAQUETA,MORELIA,2026,7,1
CAQUETA,PUERTO RICO,2026,17,2
CAQUETA,SAN JOSÉ DEL FRAGUA,2026,24,3
CAQUETA,SAN VICENTE DEL CAGUÁN,2026,67,8
CAQUETA,SOLANO,2026,15,2
CAQUETA,SOLITA,2026,31,4
CAQUETA,VALPARAÍSO,2026,17,2
CASANARE,AGUAZUL,2026,59,7
CASANARE,CHAMEZA,2026,11,1
CASANARE,HATO COROZAL,2026,31,4
CASANARE,LA SALINA,2026,11,1
CASANARE,MANÍ,2026,15,2
CASANARE,MONTERREY,2026,35,4
CASANARE,NUNCHÍA,2026,15,2
CASANARE,OROCUÉ,2026,23,3
CASANARE,PAZ DE ARIPORO,2026,18,2
CASANARE,PORE,2026,11,1
CASANARE,RECETOR,2026,3,0
CASANARE,SAN LUIS DE PALENQUE,2026,18,2
CASANARE,SÁCAMA,2026,11,1
CASANARE,TAURAMENA,2026,23,3
CASANARE,TRINIDAD,2026,15,2
CASANARE,TÁMARA,2026,19,2
CASANARE,VILLANUEVA,2026,19,2
CASANARE,YOPAL,2026,51,6
CAUCA,ALMAGUER,2026,23,3
CAUCA,BALBOA,2026,23,3
CAUCA,BUENOS AIRES,2026,31,4
CAUCA,CAJIBÍO,2026,50,6
CAUCA,CALDONO,2026,33,4
CAUCA,CALOTO,2026,29,4
CAUCA,CORINTO,2026,20,2
CAUCA,GUACHENÉ,2026,7,1
CAUCA,GUAPI,2026,12,2
CAUCA,INZÁ,2026,15,2
CAUCA,JAMBALÓ,2026,12,2
CAUCA,LA SIERRA,2026,11,1
CAUCA,LA VEGA,2026,21,3
CAUCA,LÓPEZ,2026,15,2
CAUCA,MERCADERES,2026,19,2
CAUCA,MIRANDA,2026,15,2
CAUCA,PADILLA,2026,15,2
CAUCA,PAEZ,2026,27,3
CAUCA,PATÍA,2026,31,4
CAUCA,PIAMONTE,2026,31,4
CAUCA,PIENDAMÓ - TUNÍA,2026,27,3
CAUCA,POPAYÁN,2026,37,5
CAUCA,PUERTO TEJADA,2026,15,2
CAUCA,PURACÉ,2026,22,3
CAUCA,ROSAS,2026,15,2
CAUCA,SAN SEBASTIÁN,2026,19,2
CAUCA,SANTANDER DE QUILICHAO,2026,33,4
CAUCA,SILVIA,2026,27,3
CAUCA,SOTARÁ PAISPAMBA,2026,11,1
CAUCA,TIMBIQUÍ,2026,18,2
CAUCA,TIMBÍO,2026,15,2
CAUCA,TORIBIO,2026,19,2
CAUCA,TOTORÓ,2026,22,3
CAUCA,VILLA RICA,2026,19,2
CESAR,AGUACHICA,2026,50,6
CESAR,AGUSTÍN CODAZZI,2026,27,3
CESAR,ASTREA,2026,35,4
CESAR,BECERRIL,2026,23,3
CESAR,BOSCONIA,2026,15,2
CESAR,CHIMICHAGUA,2026,89,11
CESAR,CHIRIGUANÁ,2026,42,5
CESAR,CURUMANÍ,2026,62,8
CESAR,EL COPEY,2026,27,3
CESAR,EL PASO,2026,46,6
CESAR,GAMARRA,2026,33,4
CESAR,GONZÁLEZ,2026,15,2
CESAR,LA GLORIA,2026,41,5
CESAR,LA JAGUA DE IBIRICO,2026,31,4
CESAR,LA PAZ,2026,22,3
CESAR,MANAURE,2026,27,3
CESAR,PAILITAS,2026,31,4
CESAR,PELAYA,2026,22,3
CESAR,PUEBLO BELLO,2026,23,3
CESAR,RÍO DE ORO,2026,15,2
CESAR,SAN ALBERTO,2026,33,4
CESAR,SAN DIEGO,2026,35,4
CESAR,SAN MARTÍN,2026,41,5
CESAR,TAMALAMEQUE,2026,61,8
CESAR,VALLEDUPAR,2026,114,14
CHOCÓ,ACANDÍ,2026,27,3
CHOCÓ,ALTO BAUDÓ,2026,23,3
CHOCÓ,ATRATO,2026,19,2
CHOCÓ,BAGADÓ,2026,23,3
CHOCÓ,BAHÍA SOLANO,2026,31,4
CHOCÓ,BAJO BAUDÓ,2026,31,4
CHOCÓ,BOJAYA,2026,11,1
CHOCÓ,CARMEN DEL DARIÉN,2026,19,2
CHOCÓ,CONDOTO,2026,19,2
CHOCÓ,CÉRTEGUI,2026,23,3
CHOCÓ,EL CANTÓN DEL SAN PABLO,2026,19,2
CHOCÓ,EL CARMEN DE ATRATO,2026,11,1
CHOCÓ,EL LITORAL DEL SAN JUAN,2026,40,5
CHOCÓ,ISTMINA,2026,19,2
CHOCÓ,JURADÓ,2026,19,2
CHOCÓ,LLORÓ,2026,19,2
CHOCÓ,MEDIO ATRATO,2026,15,2
CHOCÓ,MEDIO BAUDÓ,2026,42,5
CHOCÓ,MEDIO SAN JUAN,2026,29,4
CHOCÓ,NUQUÍ,2026,49,6
CHOCÓ,NÓVITA,2026,25,3
CHOCÓ,QUIBDÓ,2026,46,6
CHOCÓ,RÍO IRÓ,2026,14,2
CHOCÓ,RÍO QUITO,2026,23,3
CHOCÓ,SAN JOSÉ DEL PALMAR,2026,15,2
CHOCÓ,SIPÍ,2026,27,3
CHOCÓ,TADÓ,2026,20,2
CHOCÓ,UNGUÍA,2026,42,5
CHOCÓ,UNIÓN PANAMERICANA,2026,15,2
CUNDINAMARCA,AGUA DE DIOS,2026,15,2
CUNDINAMARCA,ALBÁN,2026,19,2
CUNDINAMARCA,ANAPOIMA,2026,35,4
CUNDINAMARCA,ANOLAIMA,2026,23,3
CUNDINAMARCA,APULO,2026,15,2
CUNDINAMARCA,ARBELÁEZ,2026,19,2
CUNDINAMARCA,BELTRÁN,2026,25,3
CUNDINAMARCA,BITUIMA,2026,15,2
CUNDINAMARCA,BOJACÁ,2026,19,2
CUNDINAMARCA,CABRERA,2026,11,1
CUNDINAMARCA,CACHIPAY,2026,27,3
CUNDINAMARCA,CAJICÁ,2026,167,21
CUNDINAMARCA,CAPARRAPÍ,2026,29,4
CUNDINAMARCA,CAQUEZA,2026,15,2
CUNDINAMARCA,CARMEN DE CARUPA,2026,11,1
CUNDINAMARCA,CHAGUANÍ,2026,11,1
CUNDINAMARCA,CHIPAQUE,2026,23,3
CUNDINAMARCA,CHOACHÍ,2026,23,3
CUNDINAMARCA,CHOCONTÁ,2026,19,2
CUNDINAMARCA,CHÍA,2026,120,15
CUNDINAMARCA,COGUA,2026,89,11
CUNDINAMARCA,COTA,2026,15,2
CUNDINAMARCA,CUCUNUBÁ,2026,19,2
CUNDINAMARCA,EL COLEGIO,2026,35,4
CUNDINAMARCA,EL ROSAL,2026,38,5
CUNDINAMARCA,FACATATIVÁ,2026,120,15
CUNDINAMARCA,FOMEQUE,2026,23,3
CUNDINAMARCA,FOSCA,2026,19,2
CUNDINAMARCA,FUNZA,2026,42,5
CUNDINAMARCA,FUSAGASUGÁ,2026,62,8
CUNDINAMARCA,FÚQUENE,2026,23,3
CUNDINAMARCA,GACHALA,2026,15,2
CUNDINAMARCA,GACHANCIPÁ,2026,23,3
CUNDINAMARCA,GACHETÁ,2026,15,2
CUNDINAMARCA,GAMA,2026,11,1
CUNDINAMARCA,GIRARDOT,2026,27,3
CUNDINAMARCA,GUACHETÁ,2026,15,2
CUNDINAMARCA,GUADUAS,2026,42,5
CUNDINAMARCA,GUASCA,2026,27,3
CUNDINAMARCA,GUATAQUÍ,2026,19,2
CUNDINAMARCA,GUATAVITA,2026,19,2
CUNDINAMARCA,GUAYABAL DE SIQUIMA,2026,11,1
CUNDINAMARCA,GUAYABETAL,2026,35,4
CUNDINAMARCA,GUTIÉRREZ,2026,11,1
CUNDINAMARCA,JERUSALÉN,2026,3,0
CUNDINAMARCA,JUNÍN,2026,27,3
CUNDINAMARCA,LA CALERA,2026,77,10
CUNDINAMARCA,LA MESA,2026,27,3
CUNDINAMARCA,LA PALMA,2026,15,2
CUNDINAMARCA,LA PEÑA,2026,11,1
CUNDINAMARCA,LENGUAZAQUE,2026,18,2
CUNDINAMARCA,MACHETA,2026,14,2
CUNDINAMARCA,MADRID,2026,50,6
CUNDINAMARCA,MANTA,2026,7,1
CUNDINAMARCA,MEDINA,2026,35,4
CUNDINAMARCA,MOSQUERA,2026,24,3
CUNDINAMARCA,NEMOCÓN,2026,38,5
CUNDINAMARCA,NILO,2026,35,4
CUNDINAMARCA,NIMAIMA,2026,19,2
CUNDINAMARCA,NOCAIMA,2026,19,2
CUNDINAMARCA,PACHO,2026,15,2
CUNDINAMARCA,PAIME,2026,23,3
CUNDINAMARCA,PANDI,2026,11,1
CUNDINAMARCA,PARATEBUENO,2026,35,4
CUNDINAMARCA,PASCA,2026,19,2
CUNDINAMARCA,PUERTO SALGAR,2026,31,4
CUNDINAMARCA,PULÍ,2026,19,2
CUNDINAMARCA,QUEBRADANEGRA,2026,23,3
CUNDINAMARCA,QUETAME,2026,25,3
CUNDINAMARCA,QUIPILE,2026,31,4
CUNDINAMARCA,RICAURTE,2026,35,4
CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,2026,62,8
CUNDINAMARCA,SAN FRANCISCO,2026,19,2
CUNDINAMARCA,SAN JUAN DE RÍO SECO,2026,29,4
CUNDINAMARCA,SASAIMA,2026,27,3
CUNDINAMARCA,SESQUILÉ,2026,27,3
CUNDINAMARCA,SIBATÉ,2026,70,9
CUNDINAMARCA,SILVANIA,2026,35,4
CUNDINAMARCA,SIMIJACA,2026,27,3
CUNDINAMARCA,SOACHA,2026,31,4
CUNDINAMARCA,SOPÓ,2026,46,6
CUNDINAMARCA,SUBACHOQUE,2026,50,6
CUNDINAMARCA,SUESCA,2026,27,3
CUNDINAMARCA,SUPATÁ,2026,15,2
CUNDINAMARCA,SUSA,2026,15,2
CUNDINAMARCA,SUTATAUSA,2026,27,3
CUNDINAMARCA,TABIO,2026,62,8
CUNDINAMARCA,TAUSA,2026,27,3
CUNDINAMARCA,TENA,2026,23,3
CUNDINAMARCA,TENJO,2026,77,10
CUNDINAMARCA,TIBACUY,2026,23,3
CUNDINAMARCA,TIBIRITA,2026,11,1
CUNDINAMARCA,TOCAIMA,2026,38,5
CUNDINAMARCA,TOCANCIPÁ,2026,152,19
CUNDINAMARCA,TOPAIPÍ,2026,22,3
CUNDINAMARCA,UBALÁ,2026,27,3
CUNDINAMARCA,UBAQUE,2026,15,2
CUNDINAMARCA,UNE,2026,23,3
CUNDINAMARCA,VERGARA,2026,31,4
CUNDINAMARCA,VIANÍ,2026,15,2
CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,2026,44,6
CUNDINAMARCA,VILLAGÓMEZ,2026,11,1
CUNDINAMARCA,VILLAPINZÓN,2026,19,2
CUNDINAMARCA,VILLETA,2026,23,3
CUNDINAMARCA,VIOTÁ,2026,31,4
CUNDINAMARCA,YACOPÍ,2026,50,6
CUNDINAMARCA,ZIPACÓN,2026,33,4
CUNDINAMARCA,ZIPAQUIRÁ,2026,191,24
CUNDINAMARCA,ÚTICA,2026,15,2
CÓRDOBA,AYAPEL,2026,36,4
CÓRDOBA,CANALETE,2026,38,5
CÓRDOBA,CERETÉ,2026,93,12
CÓRDOBA,CHIMÁ,2026,36,4
CÓRDOBA,CHINÚ,2026,101,13
CÓRDOBA,CIÉNAGA DE ORO,2026,66,8
CÓRDOBA,COTORRA,2026,38,5
CÓRDOBA,LA APARTADA,2026,15,2
CÓRDOBA,LORICA,2026,133,17
CÓRDOBA,LOS CÓRDOBAS,2026,46,6
CÓRDOBA,MOMIL,2026,28,4
CÓRDOBA,MONTELÍBANO,2026,53,7
CÓRDOBA,MONTERÍA,2026,249,31
CÓRDOBA,MOÑITOS,2026,37,5
CÓRDOBA,PLANETA RICA,2026,102,13
CÓRDOBA,PUEBLO NUEVO,2026,87,11
CÓRDOBA,PUERTO ESCONDIDO,2026,42,5
CÓRDOBA,PUERTO LIBERTADOR,2026,66,8
CÓRDOBA,PURÍSIMA,2026,25,3
CÓRDOBA,SAHAGÚN,2026,152,19
CÓRDOBA,SAN ANDRÉS DE SOTAVENTO,2026,70,9
CÓRDOBA,SAN ANTERO,2026,109,14
CÓRDOBA,SAN BERNARDO DEL VIENTO,2026,70,9
CÓRDOBA,SAN CARLOS,2026,37,5
CÓRDOBA,SAN JOSÉ DE URÉ,2026,35,4
CÓRDOBA,SAN PELAYO,2026,70,9
CÓRDOBA,TIERRALTA,2026,100,12
CÓRDOBA,TUCHÍN,2026,87,11
CÓRDOBA,VALENCIA,2026,51,6
GUAINÍA,BARRANCOMINAS,2026,7,1
GUAINÍA,INÍRIDA,2026,38,5
GUAINÍA,LA GUADALUPE,2026,3,0
GUAINÍA,MORICHAL,2026,3,0
GUAINÍA,PANA PANA,2026,3,0
GUAVIARE,EL RETORNO,2026,35,4
GUAVIARE,SAN JOSÉ DEL GUAVIARE,2026,77,10
HUILA,ACEVEDO,2026,16,2
HUILA,AGRADO,2026,15,2
HUILA,AIPE,2026,22,3
HUILA,ALGECIRAS,2026,19,2
HUILA,ALTAMIRA,2026,15,2
HUILA,BARAYA,2026,19,2
HUILA,CAMPOALEGRE,2026,19,2
HUILA,COLOMBIA,2026,14,2
HUILA,ELÍAS,2026,11,1
HUILA,GARZÓN,2026,33,4
HUILA,GIGANTE,2026,35,4
HUILA,HOBO,2026,15,2
HUILA,IQUIRA,2026,15,2
HUILA,ISNOS,2026,11,1
HUILA,LA ARGENTINA,2026,7,1
HUILA,LA PLATA,2026,15,2
HUILA,NEIVA,2026,45,6
HUILA,NÁTAGA,2026,11,1
HUILA,OPORAPA,2026,15,2
HUILA,PAICOL,2026,11,1
HUILA,PALERMO,2026,35,4
HUILA,PITAL,2026,15,2
HUILA,PITALITO,2026,27,3
HUILA,RIVERA,2026,29,4
HUILA,SALADOBLANCO,2026,24,3
HUILA,SAN AGUSTÍN,2026,15,2
HUILA,SANTA MARÍA,2026,15,2
HUILA,SUAZA,2026,19,2
HUILA,TARQUI,2026,23,3
HUILA,TELLO,2026,23,3
HUILA,TERUEL,2026,15,2
HUILA,TESALIA,2026,7,1
HUILA,TIMANÁ,2026,22,3
HUILA,VILLAVIEJA,2026,19,2
HUILA,YAGUARÁ,2026,11,1
LA GUAJIRA,BARRANCAS,2026,42,5
LA GUAJIRA,DIBULLA,2026,46,6
LA GUAJIRA,DISTRACCIÓN,2026,38,5
LA GUAJIRA,EL MOLINO,2026,15,2
LA GUAJIRA,FONSECA,2026,42,5
LA GUAJIRA,HATONUEVO,2026,38,5
LA GUAJIRA,LA JAGUA DEL PILAR,2026,14,2
LA GUAJIRA,MAICAO,2026,62,8
LA GUAJIRA,RIOHACHA,2026,126,16
LA GUAJIRA,SAN JUAN DEL CESAR,2026,76,10
LA GUAJIRA,URIBIA,2026,57,7
LA GUAJIRA,URUMITA,2026,15,2
MAGDALENA,ALGARROBO,2026,27,3
MAGDALENA,ARACATACA,2026,31,4
MAGDALENA,ARIGUANÍ,2026,31,4
MAGDALENA,CERRO SAN ANTONIO,2026,19,2
MAGDALENA,CHIVOLO,2026,27,3
MAGDALENA,CIÉNAGA,2026,31,4
MAGDALENA,CONCORDIA,2026,23,3
MAGDALENA,EL BANCO,2026,58,7
MAGDALENA,EL PIÑON,2026,42,5
MAGDALENA,EL RETÉN,2026,35,4
MAGDALENA,FUNDACIÓN,2026,33,4
MAGDALENA,NUEVA GRANADA,2026,38,5
MAGDALENA,PEDRAZA,2026,18,2
MAGDALENA,PIJIÑO DEL CARMEN,2026,22,3
MAGDALENA,PIVIJAY,2026,35,4
MAGDALENA,PLATO,2026,31,4
MAGDALENA,PUEBLOVIEJO,2026,46,6
MAGDALENA,REMOLINO,2026,23,3
MAGDALENA,SABANAS DE SAN ANGEL,2026,24,3
MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,2026,31,4
MAGDALENA,SAN ZENÓN,2026,19,2
MAGDALENA,SANTA ANA,2026,15,2
MAGDALENA,SANTA BÁRBARA DE PINTO,2026,23,3
MAGDALENA,SANTA MARTA,2026,110,14
MAGDALENA,SITIONUEVO,2026,27,3
MAGDALENA,TENERIFE,2026,24,3
MAGDALENA,ZAPAYÁN,2026,31,4
MAGDALENA,ZONA BANANERA,2026,80,10
META,ACACÍAS,2026,49,6
META,BARRANCA DE UPÍA,2026,15,2
META,CABUYARO,2026,15,2
META,CASTILLA LA NUEVA,2026,22,3
META,CUMARAL,2026,38,5
META,EL CALVARIO,2026,15,2
META,EL CASTILLO,2026,23,3
META,EL DORADO,2026,12,2
META,FUENTE DE ORO,2026,31,4
META,GRANADA,2026,32,4
META,GUAMAL,2026,42,5
META,LA MACARENA,2026,35,4
META,LEJANÍAS,2026,27,3
